-13.075901 -0.41276538 1.5813498 2.2922864 -3.5030313 -3.5776253 -10.032592 13.229955 -5.6287975 2.0213373
-7.7227755 2.8579159 11.909149 -7.0904584 -0.012662426 -9.496938 -1.4858845 -1.6714537 -5.4058475 -4.239721
-7.9640055 9.377558 -4.594041 -6.442486 3.8025887 -3.0660262 -1.4926536 0.467422 0.80811846 -0.5765383
11.44184 -9.9738455 -4.094866 -1.8940078 0.88485986 -1.9980334 3.2028012 -4.171371 -2.974565 2.8620913
-10.510312 -3.1011553 -1.779681 -7.1679206 11.730296 -3.8502479 -2.392662 0.4758799 -2.7394245 2.0445657
-11.51503 12.252006 -7.0424232 -8.429793 5.713765 -4.22962 -3.017805 1.4542553 1.9625623 0.45681855
-9.684707 -2.2591121 -3.195157 -6.16403 9.954536 -5.3439207 -7.045279 -2.2862902 3.5565174 4.4330225
-4.0137386 -3.8856614 -3.7812738 -0.39696592 1.9514822 0.07313967 -4.6846585 -1.338979 0.38033321 5.2586293
-1.5153651 -6.635314 -6.70565 0.9610737 -3.2462182 9.291926 1.9790361 -6.561815 -0.46914917 2.9115353
-9.353346 -5.899321 -10.034291 -1.4739938 2.8331244 -2.5476708 -11.714671 1.3917925 0.14525338 11.981571
